dataset,cow_id,view,rgb_path,depth_path,view_ply_path,aligned_ply_path
CowDB,92,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/92/raw/left/rgb-20.45.08.265.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/92/raw/left/depth-20.45.08.265.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/92/left-20.45.08.265.ply,
CowDB,92,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/92/raw/right/rgb-20.45.08.249.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/92/raw/right/depth-20.45.08.249.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/92/right-20.45.08.249.ply,
CowDB,92,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/92/raw/top/rgb-20.45.08.221.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/92/raw/top/depth-20.45.08.221.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/92/top-20.45.08.221.ply,
CowDB,93,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/93/raw/left/rgb-20.47.58.924.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/93/raw/left/depth-20.47.58.924.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/93/left-20.47.58.924.ply,
CowDB,93,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/93/raw/right/rgb-20.47.58.947.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/93/raw/right/depth-20.47.58.947.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/93/right-20.47.58.947.ply,
CowDB,93,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/93/raw/top/rgb-20.47.58.984.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/93/raw/top/depth-20.47.58.984.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/93/top-20.47.58.984.ply,
CowDB,94,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/94/raw/left/rgb-20.50.23.637.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/94/raw/left/depth-20.50.23.637.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/94/left-20.50.23.637.ply,
CowDB,94,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/94/raw/right/rgb-20.50.23.688.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/94/raw/right/depth-20.50.23.688.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/94/right-20.50.23.688.ply,
CowDB,94,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/94/raw/top/rgb-20.50.23.646.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/94/raw/top/depth-20.50.23.646.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/94/top-20.50.23.646.ply,
CowDB,95,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/95/raw/left/rgb-20.52.51.250.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/95/raw/left/depth-20.52.51.250.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/95/left-20.52.51.250.ply,
CowDB,95,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/95/raw/right/rgb-20.52.51.226.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/95/raw/right/depth-20.52.51.226.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/95/right-20.52.51.226.ply,
CowDB,95,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/95/raw/top/rgb-20.52.51.260.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/95/raw/top/depth-20.52.51.260.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/95/top-20.52.51.260.ply,
CowDB,96,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/96/raw/left/rgb-20.55.49.628.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/96/raw/left/depth-20.55.49.628.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/96/left-20.55.49.628.ply,
CowDB,96,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/96/raw/right/rgb-20.55.49.652.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/96/raw/right/depth-20.55.49.652.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/96/right-20.55.49.652.ply,
CowDB,96,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/96/raw/top/rgb-20.55.49.681.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/96/raw/top/depth-20.55.49.681.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/96/top-20.55.49.681.ply,
CowDB,97,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/97/raw/left/rgb-12.01.06.347.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/97/raw/left/depth-12.01.06.347.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/97/left-12.01.06.347.ply,
CowDB,97,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/97/raw/right/rgb-12.01.06.346.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/97/raw/right/depth-12.01.06.346.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/97/right-12.01.06.346.ply,
CowDB,97,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/97/raw/top/rgb-12.01.06.363.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/97/raw/top/depth-12.01.06.363.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/97/top-12.01.06.363.ply,
CowDB,98,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/98/raw/left/rgb-12.04.46.933.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/98/raw/left/depth-12.04.46.933.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/98/left-12.04.46.933.ply,
CowDB,98,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/98/raw/right/rgb-12.04.46.900.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/98/raw/right/depth-12.04.46.900.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/98/right-12.04.46.900.ply,
CowDB,98,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/98/raw/top/rgb-12.04.46.910.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/98/raw/top/depth-12.04.46.910.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/98/top-12.04.46.910.ply,
CowDB,99,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/99/raw/left/rgb-12.07.51.250.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/99/raw/left/depth-12.07.51.250.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/99/left-12.07.51.250.ply,
CowDB,99,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/99/raw/right/rgb-12.07.51.244.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/99/raw/right/depth-12.07.51.244.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/99/right-12.07.51.244.ply,
CowDB,99,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/99/raw/top/rgb-12.07.51.258.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/99/raw/top/depth-12.07.51.258.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDB/99/top-12.07.51.258.ply,
CowDatabase2,1,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/1/raw_data/left/rgb.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/1/raw_data/left/depth.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/1/raw_data/left/cloud.ply,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/1/aligned.ply
CowDatabase2,1,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/1/raw_data/right/rgb.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/1/raw_data/right/depth.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/1/raw_data/right/cloud.ply,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/1/aligned.ply
CowDatabase2,1,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/1/raw_data/top/rgb.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/1/raw_data/top/depth.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/1/raw_data/top/cloud.ply,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/1/aligned.ply
CowDatabase2,100,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/100/raw_data/left/rgb.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/100/raw_data/left/depth.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/100/raw_data/left/cloud.ply,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/100/aligned.ply
CowDatabase2,100,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/100/raw_data/right/rgb.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/100/raw_data/right/depth.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/100/raw_data/right/cloud.ply,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/100/aligned.ply
CowDatabase2,100,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/100/raw_data/top/rgb.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/100/raw_data/top/depth.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/100/raw_data/top/cloud.ply,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/100/aligned.ply
CowDatabase2,101,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/101/raw_data/left/rgb.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/101/raw_data/left/depth.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/101/raw_data/left/cloud.ply,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/101/aligned.ply
CowDatabase2,101,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/101/raw_data/right/rgb.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/101/raw_data/right/depth.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/101/raw_data/right/cloud.ply,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/101/aligned.ply
CowDatabase2,101,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/101/raw_data/top/rgb.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/101/raw_data/top/depth.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/101/raw_data/top/cloud.ply,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/101/aligned.ply
CowDatabase2,102,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/102/raw_data/left/rgb.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/102/raw_data/left/depth.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/102/raw_data/left/cloud.ply,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/102/aligned.ply
CowDatabase2,102,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/102/raw_data/right/rgb.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/102/raw_data/right/depth.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/102/raw_data/right/cloud.ply,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/102/aligned.ply
CowDatabase2,102,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/102/raw_data/top/rgb.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/102/raw_data/top/depth.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/102/raw_data/top/cloud.ply,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/102/aligned.ply
CowDatabase2,103,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/103/raw_data/left/rgb.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/103/raw_data/left/depth.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/103/raw_data/left/cloud.ply,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/103/aligned.ply
CowDatabase2,103,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/103/raw_data/right/rgb.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/103/raw_data/right/depth.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/103/raw_data/right/cloud.ply,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/103/aligned.ply
CowDatabase2,103,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/103/raw_data/top/rgb.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/103/raw_data/top/depth.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/103/raw_data/top/cloud.ply,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/103/aligned.ply
CowDatabase2,104,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/104/raw_data/left/rgb.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/104/raw_data/left/depth.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/104/raw_data/left/cloud.ply,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/104/aligned.ply
CowDatabase2,104,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/104/raw_data/right/rgb.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/104/raw_data/right/depth.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/104/raw_data/right/cloud.ply,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/104/aligned.ply
CowDatabase2,104,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/104/raw_data/top/rgb.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/104/raw_data/top/depth.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/104/raw_data/top/cloud.ply,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/104/aligned.ply
CowDatabase2,105,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/105/raw_data/left/rgb.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/105/raw_data/left/depth.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/105/raw_data/left/cloud.ply,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/105/aligned.ply
CowDatabase2,105,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/105/raw_data/right/rgb.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/105/raw_data/right/depth.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/105/raw_data/right/cloud.ply,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/105/aligned.ply
CowDatabase2,105,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/105/raw_data/top/rgb.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/105/raw_data/top/depth.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/105/raw_data/top/cloud.ply,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/105/aligned.ply
CowDatabase2,106,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/106/raw_data/left/rgb.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/106/raw_data/left/depth.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/106/raw_data/left/cloud.ply,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/106/aligned.ply
CowDatabase2,106,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/106/raw_data/right/rgb.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/106/raw_data/right/depth.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/106/raw_data/right/cloud.ply,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/106/aligned.ply
CowDatabase2,106,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/106/raw_data/top/rgb.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/106/raw_data/top/depth.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/106/raw_data/top/cloud.ply,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/106/aligned.ply
CowDatabase2,107,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/107/raw_data/left/rgb.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/107/raw_data/left/depth.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/107/raw_data/left/cloud.ply,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/107/aligned.ply
CowDatabase2,107,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/107/raw_data/right/rgb.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/107/raw_data/right/depth.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/107/raw_data/right/cloud.ply,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/107/aligned.ply
CowDatabase2,107,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/107/raw_data/top/rgb.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/107/raw_data/top/depth.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/107/raw_data/top/cloud.ply,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/107/aligned.ply
CowDatabase2,108,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/108/raw_data/left/rgb.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/108/raw_data/left/depth.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/108/raw_data/left/cloud.ply,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/108/aligned.ply
CowDatabase2,108,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/108/raw_data/right/rgb.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/108/raw_data/right/depth.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/108/raw_data/right/cloud.ply,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/108/aligned.ply
CowDatabase2,108,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/108/raw_data/top/rgb.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/108/raw_data/top/depth.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/108/raw_data/top/cloud.ply,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/108/aligned.ply
CowDatabase2,109,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/109/raw_data/left/rgb.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/109/raw_data/left/depth.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/109/raw_data/left/cloud.ply,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/109/aligned.ply
CowDatabase2,109,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/109/raw_data/right/rgb.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/109/raw_data/right/depth.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/109/raw_data/right/cloud.ply,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/109/aligned.ply
CowDatabase2,109,top,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/109/raw_data/top/rgb.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/109/raw_data/top/depth.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/109/raw_data/top/cloud.ply,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/109/aligned.ply
CowDatabase2,110,left,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/110/raw_data/left/rgb.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/110/raw_data/left/depth.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/110/raw_data/left/cloud.ply,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/110/aligned.ply
CowDatabase2,110,right,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/110/raw_data/right/rgb.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/110/raw_data/right/depth.png,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/110/raw_data/right/cloud.ply,/Users/oreo/Desktop/My Folder/UC Berkeley/Projects/coWeight/data/raw/CowDatabase2/110/aligned.ply
